back_x_grav_mean,back_x_grav_median,back_x_grav_stdev,back_x_grav_variation,back_x_grav_25th_percent,back_x_grav_75th_percent,back_x_grav_minimum,back_x_grav_maximum,back_y_grav_mean,back_y_grav_median,back_y_grav_stdev,back_y_grav_variation,back_y_grav_25th_percent,back_y_grav_75th_percent,back_y_grav_minimum,back_y_grav_maximum,back_z_grav_mean,back_z_grav_median,back_z_grav_stdev,back_z_grav_variation,back_z_grav_25th_percent,back_z_grav_75th_percent,back_z_grav_minimum,back_z_grav_maximum,back_mag_grav_mean,back_mag_grav_median,back_mag_grav_stdev,back_mag_grav_variation,back_mag_grav_25th_percent,back_mag_grav_75th_percent,back_mag_grav_minimum,back_mag_grav_maximum,thigh_x_grav_mean,thigh_x_grav_median,thigh_x_grav_stdev,thigh_x_grav_variation,thigh_x_grav_25th_percent,thigh_x_grav_75th_percent,thigh_x_grav_minimum,thigh_x_grav_maximum,thigh_y_grav_mean,thigh_y_grav_median,thigh_y_grav_stdev,thigh_y_grav_variation,thigh_y_grav_25th_percent,thigh_y_grav_75th_percent,thigh_y_grav_minimum,thigh_y_grav_maximum,thigh_z_grav_mean,thigh_z_grav_median,thigh_z_grav_stdev,thigh_z_grav_variation,thigh_z_grav_25th_percent,thigh_z_grav_75th_percent,thigh_z_grav_minimum,thigh_z_grav_maximum,thigh_mag_grav_mean,thigh_mag_grav_median,thigh_mag_grav_stdev,thigh_mag_grav_variation,thigh_mag_grav_25th_percent,thigh_mag_grav_75th_percent,thigh_mag_grav_minimum,thigh_mag_grav_maximum,back_x_mov_skew,back_x_mov_kurtosis,back_x_mov_sig_en,back_y_mov_skew,back_y_mov_kurtosis,back_y_mov_sig_en,back_z_mov_skew,back_z_mov_kurtosis,back_z_mov_sig_en,back_mag_mov_skew,back_mag_mov_kurtosis,back_mag_mov_sig_en,thigh_x_mov_skew,thigh_x_mov_kurtosis,thigh_x_mov_sig_en,thigh_y_mov_skew,thigh_y_mov_kurtosis,thigh_y_mov_sig_en,thigh_z_mov_skew,thigh_z_mov_kurtosis,thigh_z_mov_sig_en,thigh_mag_mov_skew,thigh_mag_mov_kurtosis,thigh_mag_mov_sig_en,back_x_fmag_mean,back_x_fmag_stdev,back_x_dom_freq,back_x_dom_freq_mag,back_x_sig_power,back_y_fmag_mean,back_y_fmag_stdev,back_y_dom_freq,back_y_dom_freq_mag,back_y_sig_power,back_z_fmag_mean,back_z_fmag_stdev,back_z_dom_freq,back_z_dom_freq_mag,back_z_sig_power,back_mag_fmag_mean,back_mag_fmag_stdev,back_mag_dom_freq,back_mag_dom_freq_mag,back_mag_sig_power,thigh_x_fmag_mean,thigh_x_fmag_stdev,thigh_x_dom_freq,thigh_x_dom_freq_mag,thigh_x_sig_power,thigh_y_fmag_mean,thigh_y_fmag_stdev,thigh_y_dom_freq,thigh_y_dom_freq_mag,thigh_y_sig_power,thigh_z_fmag_mean,thigh_z_fmag_stdev,thigh_z_dom_freq,thigh_z_dom_freq_mag,thigh_z_sig_power,thigh_mag_fmag_mean,thigh_mag_fmag_stdev,thigh_mag_dom_freq,thigh_mag_dom_freq_mag,thigh_mag_sig_power
-0.08953533696604296,-0.09024088345098641,0.8768098390184906,-9.792891485414616,-0.30820988738539046,0.1321214014246009,-1.7727327826438806,1.5857487421789696,-0.02161678332304199,-0.0210916039141427,0.2601504238298301,-12.034650111542167,-0.15622090739106886,0.11319910797329555,-0.560085046993714,0.5010563954472759,0.0035030697505841852,0.0,0.11707089553164339,33.41951598654871,-0.06692412074152577,0.07288620534994378,-0.2830235803604849,0.2758766891718588,0.0921843149726564,0.0850869231583536,0.9108227074751664,9.880452089331396,-0.1505067404695356,0.32993010715621995,-1.629384276968146,1.821249749428338,-0.09326541727075431,-0.09580371405383445,0.9779310778675028,-10.485462955990627,-0.26594256732229515,0.08671313692581264,-1.919142944765309,1.7262217298107567,0.01201776882633744,0.0031497351184764503,0.2261530275101842,18.818220817707896,-0.12457528041552797,0.1482417445781163,-0.5207731365017121,0.5203361221420837,-0.013464520796470683,-0.0054703476875425,0.1400286603202047,-10.399825024363954,-0.1279333290424704,0.10527574672317203,-0.2943759971270272,0.2768790465919705,0.09500534816196009,0.0906443840774389,1.0054948066452103,10.583560042652504,-0.11103841544464507,0.2931833222731367,-1.786747011974442,1.9871740397877755,0.005879868393681874,-0.2531362479442105,1.5319899037242748,-0.013926979159537282,-0.29915275331258506,0.11225408043073612,0.015522588404582168,-0.29575692644464224,0.015202347847539906,-0.004412888399493068,-0.25717390668928175,1.639022943456812,0.00034309567613291503,-0.39006992331631984,1.7800204286740564,-0.057706705902299316,-0.37091307293002584,0.06541350031663794,-0.00014091414082114038,-1.031952383814087,0.03764254773476969,-0.001231952050390011,-0.39556077294922076,1.8670207314128675,0.010515511851508612,0.09659284848203961,0.0,1.5256542071391184,3.776301746949393e-05,0.002790741785512301,0.015466955529203585,0.0,0.2415110910968796,9.880598122230628e-07,0.015543988063564617,0.038302057454840124,0.0003528232919824,0.3640139809417041,6.834652680776452e-06,0.007607521658337418,0.11445032396937124,0.0,1.8135940114465603,5.262700416990443e-05,0.019110962811095224,0.07928731748239569,0.0,1.1314483190901647,2.6606830452485088e-05,0.0030235109367569603,0.009092834642977735,0.0,0.1307368411632366,3.672850409168998e-07,0.01587751981731058,0.06247330764833632,0.0,0.875525511716053,1.6620039216291073e-05,0.011103395754058032,0.12187973221153982,0.0,1.9325742279964544,5.991181808491156e-05
-0.0900547175797512,-0.0943134094749028,0.8295384608153455,-9.211493668621168,-0.3136302921293017,0.12825596998355476,-1.749244072251939,1.5563445375586198,-0.022190936302095003,-0.0250404085606252,0.23701925887055988,-10.680903935008066,-0.15624061424708152,0.11201240791307798,-0.5117576913859262,0.477404791317931,0.0031402805997127253,0.0012390435453031,0.14683140983566179,46.757417107596694,-0.11737760923307294,0.12214575251292152,-0.2791443681848544,0.2937109593183809,0.09283630512181619,0.09798980330858226,0.8575068467171084,9.236761906798437,-0.1543642109229505,0.3407883456764885,-1.6073103677814349,1.8036276576326655,-0.09320288734825295,-0.09737545340918435,0.9532150518905429,-10.227312468645431,-0.49401836949757233,0.311450317646444,-1.94980740231586,1.7024738280227658,0.01081139928202887,0.0260431102715239,0.2728494016213997,25.237195898863956,-0.2073654076178244,0.23616649346661675,-0.5151698129764266,0.5494398934524787,-0.013381418533326141,-0.011569222401908451,0.13492877128813513,-10.083293557562516,-0.1264823200468714,0.10031627336602275,-0.2981676943370043,0.2542718600692787,0.0947875903100661,0.092098778460026,0.9755258808842342,10.291704617588922,-0.2960009772041228,0.4772194811236892,-1.7345164630897247,1.988540896303184,0.006110054471273554,-0.2228054510100277,1.4503144038736207,0.00883141581868836,-0.22012233817873383,0.10124987446778275,-0.052917240283412374,-1.0103182143880372,0.022937089952756416,-0.006685417451389171,-0.2184362785650067,1.5439056822850137,0.007821363269004468,-0.39494744340387467,1.7450631967412977,0.014454182620291408,-1.1514137926049697,0.08474297888466027,-0.013659733312293657,-1.1383436191371499,0.03430259971889876,-0.0060711161118872274,-0.3976620066245893,1.8146209261609638,0.0006712247971968181,0.00038227286395127214,0.0956151121272421,0.0021942163786609,2.3867010835416692e-09,0.0006671482864111697,0.0003445758474569992,0.1104336903905048,0.0017496828418414,2.2552774028482774e-09,0.0018388501892388524,0.0009337022536112808,0.0984376984631017,0.0044096140727657,1.7012679667450192e-08,0.0001434374556992653,8.00580533864245e-05,0.1563007183482224,0.0004269851422744,1.0793438243800916e-10,0.002030077904042745,0.0010384197317065014,0.0977320518791368,0.0060974539311255,2.0798127342719942e-08,0.000755675536008237,0.00039002165710699317,0.0913812326234528,0.0020888020369086,2.8926496349352848e-09,0.0016689434793788198,0.0009062670263681014,0.0913812326234528,0.0052740239499818,1.4426769041772652e-08,0.001045520331877317,0.0005435598276005305,0.0913812326234528,0.0030422796314248,5.554280202199893e-09
-0.09441440463234539,-0.09017208946773664,0.8571988262714111,-9.079110646403883,-0.6003856444498492,0.41873678418662463,-1.7285192501701276,1.5529888794665472,-0.024562425578583,-0.022310873690200003,0.2802859226980621,-11.411166287357835,-0.24359598815859906,0.18406962128212992,-0.5292232164906299,0.4955615776298386,0.0030414171229877444,0.00428987255986855,0.1836638563365142,60.387592003852305,-0.08535014801756322,0.09219465048748496,-0.4311945024189439,0.4366119191841983,0.09762793116226547,0.0944119021884969,0.8892330081590474,9.10838729831395,-0.4526822939678392,0.6378955413536778,-1.6100665693154244,1.7845719022162254,-0.0991364222010912,-0.1044740828131939,1.0377190573235031,-10.467586324817772,-0.91022919716845,0.7064632674873699,-1.8884963528125307,1.7435976894026866,0.014187627639114277,0.0066774780914253,0.28662754610964347,20.202640878410975,-0.27787012722112386,0.30254098800148577,-0.4396251459562478,0.4486988472455536,-0.014289855430105816,-0.01886659173065605,0.11839113237370792,-8.284977615958375,-0.083916896416896,0.0617275550354299,-0.3847044655266848,0.3136438976651222,0.10125521377088521,0.09268535734985815,1.0407168187874032,10.278155366322968,-0.7331575378760631,0.9303949992926976,-1.7432479968668848,1.912921689010908,0.005530302788149575,-0.30103276670235024,1.4830327518545103,0.013577359933308488,-1.013339802709561,0.12954869709479272,0.06107230609331339,-0.16508205934468378,0.034649384634767785,-0.006621558517512491,-0.30750800351958674,1.5908597199549621,-0.002535295515000751,-0.8182022633298978,1.885670337535341,0.0007917112367672493,-1.6461472636091081,0.10126502493424079,-0.09313878812187976,0.4375018591570403,0.03458577955323834,0.00267385629759704,-0.7937588674089366,1.9314712249501396,0.00036402838303265656,0.00019025800169552597,0.1919358708384492,0.0010153077475203,6.748590834501811e-10,0.0004387700807421439,0.0002180314843334506,0.1866435214587126,0.0011145228711532,9.602276476604609e-10,0.0008780388805049925,0.0004614065386395995,0.2035790394738698,0.0024819565197477,3.935393078311347e-09,0.0001291688336373127,6.855782494348531e-05,0.2268653767447111,0.0003187083472943,8.553905177682135e-11,0.0014026236912415503,0.0007043858627287544,0.230746432956518,0.0034614857539675,9.854050651376816e-09,0.0006623407631892262,0.00033873004726442987,0.1799398789110461,0.0019531939193757,2.213733326007398e-09,0.0011754908990864203,0.0005994699594678781,0.230746432956518,0.0030803946077496,6.964572344557679e-09,0.0007861642102246528,0.00039178097261950424,0.1884076379186248,0.0019736096673314,3.0861859837793476e-09
-0.0865077749345312,-0.08807595993680555,0.8159835877829879,-9.432488448587675,-0.6030979365821071,0.42260882631888325,-1.6677997291185798,1.495943495177639,-0.021699980571058503,-0.02258412833423485,0.26642280672943025,-12.277559689834986,-0.22181879225819257,0.17136114643911482,-0.5131885167862811,0.4695348478169376,0.0020079433900026004,0.00605397994879525,0.2025421691954561,100.87045790429072,-0.1125816440429327,0.11475216332747493,-0.4277324611702834,0.4343446186471423,0.08924465120665888,0.1082235735058454,0.8483409488178314,9.505790401414371,-0.4368995267783896,0.6228773364761722,-1.5288010365437923,1.7129383337953716,-0.08787051599701926,0.03427065285988915,1.1388485754881523,-12.960531329152367,-1.0260631564079972,0.8523702591194451,-2.007502174988918,1.8259448559864504,0.014505856189690977,0.0135229467456791,0.24216225852265844,16.69410308195102,-0.21736736918853994,0.25202498336456236,-0.3954672304772762,0.4075579104880076,-0.01713339368489197,-0.02198370955671175,0.23881460872517782,-13.938546741954678,-0.24804617770773624,0.2043322012553982,-0.4090193461463663,0.3937835736285661,0.090703886038082,-0.07282335881601626,1.0989574180212014,12.115880212230428,-0.7898106277306189,0.9790374484037196,-1.7709422087610485,1.9657403789808527,-0.006612491078648741,-0.2835351136572415,1.4284357454087095,-0.00878657796611836,-0.9617253594506288,0.12010859713094668,0.00685289723856312,-0.49049909808480097,0.041502141285171525,0.00727052966088774,-0.3087860823757631,1.531827805515139,0.00703979306331084,-0.9769654363068119,2.1147917559374108,-0.012126908324401716,-1.4796458382009807,0.08061531567350956,-0.04524500410732654,-1.364481100706335,0.08130140555706428,-0.004920628949888418,-0.9481008723923519,2.071423408224216,0.00022449665074789134,0.00011995729377593193,0.3221276655799709,0.0005943892891704,2.5915399410826377e-10,0.00035469814739972114,0.00018913078875921894,0.274496521162341,0.0010693108471143,6.463249241019143e-10,0.0006290923608518388,0.00030989945477780985,0.2677928786146746,0.0018023795910014,1.9671794822148956e-09,0.00011820343478051493,6.182541110305336e-05,0.3358877739672862,0.0002886608012049,7.117773380789199e-11,0.0010895646546137763,0.0005326174721425643,0.3178937860761816,0.0027522053290294,5.883330032860693e-09,0.0005799584302071185,0.0002874734315997712,0.3185994326601464,0.0013925682258646,1.675971018576214e-09,0.0009392830310867068,0.0005244684090726178,0.2692041717826043,0.0026147219732849,4.629278898410377e-09,0.0007399739097700087,0.0003628645976522647,0.2861396897977616,0.0019130932515278,2.716928413478612e-09
-0.0914199969067486,-0.090172089467737,0.8017844927602992,-8.770340405700798,-0.5780107313310661,0.4088033491729267,-1.7240987403109982,1.5394920210341632,-0.02331953442030139,-0.0268808437484129,0.260791710097473,-11.183401237652257,-0.21598457583760955,0.17100537990491477,-0.560137769200527,0.5459416734616188,3.199202267855916e-05,0.0029996459928194,0.21710588301864353,6786.250597532442,-0.17902733745226912,0.17833644753181538,-0.4381657112076829,0.4353262581072815,0.09435462286984676,0.1017846447150178,0.8333969241697383,8.832602990945448,-0.38964153881444363,0.5735530025334945,-1.6123486973085837,1.8060313255734803,-0.09411956289662411,-0.09185535478808984,1.060758290944492,-11.270327425017603,-0.8051659998248157,0.619549738885206,-1.908191364673334,1.7232824468568977,0.018073970043991985,0.02155268043046555,0.2818782425522565,15.59581220208763,-0.19425635645203845,0.22440595271468866,-0.5228926673781703,0.5624103872971417,-0.016701068864047472,-0.006026263079709551,0.4101627464189299,-24.55907162336721,-0.38059700509572364,0.3498920946522926,-0.7474289860243907,0.7187134220440311,0.0972211390675711,0.1070911625760429,1.0048375544625499,10.33558713773311,-0.5183986542331547,0.707873313430242,-1.6807522342912706,1.8426769152494,0.007035269373572773,-0.27469175530458223,1.399174059229925,0.003913443755040508,-0.8134836906028324,0.11616111334260952,0.011176320975501404,-0.7779258693527398,0.04704192589972479,-0.006930949732897244,-0.29611353480791625,1.4991172439020155,-0.004678310396276566,-1.0313165915986193,1.9181913390288905,0.01959725886002463,-0.8956734912397488,0.10703080381661483,0.030039826004577497,-1.4049689928651257,0.19875163980817034,0.005000890557099619,-0.9553343961330136,1.8605648527829726,0.00019237672979071136,8.86529282509979e-05,0.368347516829671,0.000466569233494,1.794725914097798e-10,0.0002915470066415773,0.00015214324677033391,0.3909282075165474,0.0007611300770406,4.325888984779305e-10,0.0004645117687573246,0.00023378815051064935,0.4064524323637749,0.0013224206973333,1.0817123305329928e-09,0.00012151200362023033,6.726726068054847e-05,0.3828132718009511,0.0003269792448325,7.716020553307094e-11,0.0008814198606432904,0.0004398531035890362,0.3958677336043016,0.0021986459746386,3.881486893893379e-09,0.000580161660852085,0.0003008702515457177,0.3757568059613023,0.0016030720795843,1.7084418439513323e-09,0.0007001652779046258,0.00035385270586589323,0.3739926895013901,0.0020068914601317,2.4617726153275057e-09,0.0006464607583773512,0.0003191198046663277,0.4325613559704757,0.0016945502776692,2.078995847408381e-09
-0.08977566531974226,-0.06810560045909304,0.9023049417990497,-10.050662822552503,-0.6163087406722771,0.4229799126551551,-1.8320876347526744,1.6539873184727003,-0.021585916157280564,-0.02269437761114185,0.2942958150584831,-13.633695828065289,-0.2229331305527622,0.18222158237194241,-0.5813346170660556,0.5260363622983756,-0.0003271968180560958,-0.012743882262039898,0.2353737898504569,-719.3645440956078,-0.1803330301572534,0.18707746291729738,-0.4267509706648164,0.4316293845052799,0.09234891504608757,0.049533085660228404,0.9393283304052911,10.171514521166932,-0.4533024141542666,0.6407309383251599,-1.7230368943665106,1.9030810773757545,-0.09516483594962898,-0.09732896240828484,1.1319126962163337,-11.894232621968248,-0.7980852684935773,0.6141478527725901,-2.13740309734326,1.9288321690528047,0.015198718301607378,-0.01976857840240035,0.3597270433166409,23.6682486100553,-0.26183869392900355,0.2889837598483661,-0.6481615825610723,0.6641444069727893,-0.016247075610888697,-0.009157979947039,0.46182829227717176,-28.425318090331103,-0.46784697951711585,0.4363672969245608,-0.8504383927405136,0.8164393401940496,0.09783744952294345,0.0972209136907814,1.0811271038308357,11.050238013178227,-0.5432776584948359,0.7268729042298845,-1.8726432532743544,2.102750533876281,-0.0022454925929040353,-0.2912752931143259,1.5732414884782233,0.0033152802417672402,-0.7346502866736544,0.1331863127754966,-0.020341249272084742,-1.0607926519918751,0.05563191643929182,0.0023426650696660683,-0.30815666995450375,1.6881077921465264,-0.0036212042716577838,-1.0190787531997594,2.0876379180127076,-0.007172519797716371,-1.1272224332080274,0.15370971836182953,0.009284160474960284,-1.4626000655432394,0.23861698044747598,0.003512700982093073,-0.9407328117236466,2.024498864196884,0.00020558921543239005,0.00011046217562570769,0.4784283839281933,0.0006124470936573,2.1787527098428154e-10,0.0003647671658248332,0.00018274532462851266,0.505948600702824,0.0009740250431178,6.658037557498474e-10,0.00039086983567324465,0.00020599289714300976,0.4738416811324216,0.0009951072253429,7.808492084503994e-10,0.00013984369696722895,7.382889254491147e-05,0.518650239214192,0.0004222648182622,1.0002785982348097e-10,0.0008691112278398909,0.00044464915749591326,0.5126522432504904,0.0020355968115774,3.812268798476753e-09,0.0006567028362948462,0.000317536563564063,0.5094768336226484,0.0015459878721174,2.128352337591079e-09,0.0006755722662744194,0.0003742105547290678,0.4865433196437895,0.0016632809480075,2.385725704919167e-09,0.0006646980812498669,0.0003219449826965501,0.518650239214192,0.0015003889426129,2.1818884444029458e-09
-0.08591896088673252,-0.10281047958150019,0.9397301614493915,-10.937401380915713,-0.6292248998233243,0.45237789097065273,-1.8837717598626729,1.7034275809271984,-0.02084187881469409,-0.022425381876680847,0.40019157021039214,-19.201319313316716,-0.291277430477365,0.24414194425702837,-0.8460015250782797,0.8742048410689033,-0.003484615536685463,-0.0023655774222077503,0.25197754253397,-72.31143289157487,-0.22078818747756934,0.21414334273740027,-0.4428811491236752,0.442238696023274,0.08853210283260277,0.0932970163839795,1.0025475686760004,11.324113362263919,-0.4914659038640885,0.6728934695515194,-1.811944305004169,1.9941522533270284,-0.08678488276779374,-0.06499319993816591,1.2730540798666559,-14.669076448174819,-1.2443622672618067,1.065571963720126,-2.179272710592865,1.998282066062123,0.016018080022413193,0.012367808518289,0.4353969666140252,27.181595172754715,-0.3066012038109648,0.3494274246829251,-0.7966654773183565,0.8409872082390075,-0.01947627169937355,-0.018246502385486647,0.4425329966321313,-22.7216483453743,-0.46634986030952646,0.4362895958621688,-0.7604451075989628,0.7140192602149722,0.09022324045451267,0.0363581702594467,1.2231810233092546,13.557272130188437,-0.9650783366095467,1.146747018808174,-1.9503003037572928,2.1442334154754485,-0.0037965518945338316,-0.25141883888202043,1.6452228204392887,-0.029013211544141992,-0.32267980933275764,0.20916241108311334,0.06846918126793353,-1.0747305761599122,0.06574333527923941,0.005555502155823837,-0.2656505951500927,1.8184132210791353,0.003574289273958609,-1.1039994980018586,2.434651184396859,0.005741420185915142,-1.1781318242266798,0.2162737288093652,-0.009433638232513305,-1.5488404163897012,0.2225980515092786,-0.003970727657331285,-1.0597408390678653,2.3636993951492267,0.00020443293995914413,0.000106548726822484,0.6170879376772936,0.0007115699113086,2.125818325113254e-10,0.00041097626606779986,0.0002172297691498891,0.5948600702823997,0.001046186856143,8.643610555037806e-10,0.00034715649773130045,0.0001771026184778915,0.5302934078496125,0.0012330670941261,6.075318855551522e-10,0.0001628251725454836,8.32782892879417e-05,0.6170879376772936,0.0005336410774208,1.3378924112477046e-10,0.0008262250152612543,0.00038774619512812726,0.5521684519525241,0.0020217298546902,3.3319795507191986e-09,0.0006671847406309569,0.0003224628051252956,0.5835697249389615,0.0015600053706196,2.1964709552802858e-09,0.0005970423479197538,0.00031238266273731245,0.5564023314563133,0.0016600673622799,1.816169972753543e-09,0.0006158905308643512,0.00031100059608059084,0.5810999618950844,0.0014369469622497,1.9041700670834205e-09
-0.09408239696727384,-0.08387784582972391,0.8138422084222898,-8.650313285548851,-0.49820458513663585,0.2983757511296032,-1.8443422859075171,1.6631073964382903,-0.023765653484362857,-0.0074906508526359,0.5451539072353334,-22.938729944624903,-0.42550626372499883,0.3808037593661393,-1.0307402077177965,0.979231376520636,-0.001981938310409826,-0.0050924412023158,0.2519088880418495,-127.1022850301328,-0.21567793240045602,0.21959943800070525,-0.5069132506577745,0.5120987381164857,0.09717597516165753,0.09225142706984395,0.9115492503404926,9.380397251728946,-0.39387209045881155,0.5794347807713525,-1.8299288034010852,2.0092809546081174,-0.09860408973042036,-0.10324160362267085,1.169384863151006,-11.859395146266829,-1.210413805708098,0.9854766267915094,-2.2610875358336706,2.0768888262574907,0.018396731063815033,0.0367177825655665,0.5274604245002108,28.671421170997345,-0.4573343302366311,0.4973363214429188,-0.8550698331943533,0.8924123296859304,-0.016049733841284032,-0.003948439006424999,0.7687161369528815,-47.895880676572126,-0.5704291238757145,0.5394363350734228,-1.729034060446871,1.7216629234139451,0.10303600854383885,0.15325094337837994,1.1402594697306971,11.06661142881471,-1.01876465127014,1.2079604273498779,-2.0218912716177537,2.2129047625546203,0.022987201176110913,-0.1237234158666678,1.4199137875476304,0.009630855083586867,-0.7075853858133971,0.3384433598484263,0.026697115596296738,-0.9643533041723598,0.06624991915006463,-0.017037883082983526,-0.20401220732666525,1.6324564929530694,0.01582062273784868,-1.1774744105176165,2.1680740644271927,0.019945327735615748,-1.3121103335406,0.30925227782758524,0.011834323088556677,-0.47263335070146306,0.6278767656103575,-0.011586724890965865,-1.3166406131705422,2.1624188558287294,0.0002735886674855367,0.00014541797933830433,0.7052937606729045,0.0007191149247263,3.8398859076538827e-10,0.0005755783861082345,0.00031376181336106743,0.7021183510450625,0.0018615387865848,1.7189478163143404e-09,0.0003480555611972246,0.00017644709025679847,0.7052937606729045,0.0008254205342719,6.091049973616228e-10,0.00020238612628083286,0.00010870893918163947,0.6855356563218877,0.0005361060587565,2.1111111027583443e-10,0.0009045071087342224,0.0004614676406885458,0.6442553311599418,0.0021730313451433,4.124341972613581e-09,0.0008490395963432762,0.0004652774684188935,0.7021183510450625,0.0023711412084651,3.749405435108192e-09,0.0007430618428164566,0.0004262367465826856,0.627672636436767,0.0026250045137565,2.9352746655487234e-09,0.0006594226111188221,0.00032745092653734876,0.6403742749481349,0.0018116789824998,2.168249157379734e-09
-0.09026541329571737,-0.08453685398277935,0.8001783720908623,-8.86472839236229,-0.6763076272313404,0.51456082958041,-1.4656338245216194,1.277309755644236,-0.017229819577900565,-0.036017537454968954,0.8208523614057517,-47.64137881389073,-0.880765272528464,0.8395767320070809,-1.2662018546093965,1.1950065967507038,-0.0023785635944474537,-0.0037899836275870503,0.4339835493222939,-182.4561472038797,-0.28996775542465586,0.28132206657274916,-0.9732157417244768,0.9771093794015092,0.0921285836360364,0.09097443088753199,0.9204251326576247,9.990657582383555,-0.681786198624296,0.8348178657107488,-1.451714088006358,1.643818310873319,-0.09818261932296458,-0.07790021808629616,1.4674511385928537,-14.946139639703235,-1.2638855123547603,1.0897123192177545,-3.034646289583449,2.847174765127259,0.014286101572555594,0.022070106382454248,0.9813295282780723,68.69120475548499,-0.5039910735676992,0.48594667688442134,-2.505745139353809,2.5328602780110097,-0.014737259524543475,-0.0490382758262409,0.8802560857904177,-59.72997112010117,-0.695155678905844,0.6711067084023946,-1.9491881071455768,2.0148987592931507,0.10115335595943517,0.0689517167315242,1.093080225328163,10.806168663020072,-0.7996576698236495,0.9792410624999521,-2.4008127475209338,2.6071347143355945,-0.006954385351816938,-1.1699585468424742,1.4103303026668497,0.009622823180364668,-1.5519733791494772,0.7187484138533455,0.0686934296167064,-0.0263485469514686,0.1902970628134619,0.008578997236222567,-1.0610538181274405,1.660645590534084,0.019556487134991665,-0.9470506562007257,2.9901834665953944,-0.046349056838898554,0.7918543398369176,1.0047327959002987,-0.00011560146019139342,-0.3184439865881292,0.8448459730167813,-0.03919793503146513,-0.3847089170578277,2.1078481807573417,0.0004177864668040873,0.00021655279842028373,0.7617454873900955,0.0011046929745478,8.857625853931952e-10,0.0010633100523903829,0.0005645658377098243,0.7659793668938848,0.0035394518038247,5.797451410493738e-09,0.00037333605210237,0.00020211145033103225,0.7599813709301833,0.0010701211142765,7.209153846171875e-10,0.00026649894086539194,0.00014021298650412293,0.7684491299377619,0.0006987508278012,3.627254682671242e-10,0.001482268247240158,0.0007577587489469201,0.7642152504339725,0.0040241386948255,1.1085269913528047e-08,0.0013220188958911591,0.0006695327864050995,0.7642152504339725,0.0039909884588133,8.784032452658625e-09,0.0010352434896914293,0.0005479152234139003,0.7659793668938848,0.0029352965773843,5.487760699988771e-09,0.0007044724243845883,0.00034429788946435696,0.7292857445277107,0.0016167992458011,2.4592897336316396e-09
-0.09236087997721504,-0.08682161088585125,0.9763233326014905,-10.570745242383405,-1.0229995611223603,0.8295031251589638,-1.9087548501942908,1.7118921182103646,-0.023299620884714458,-0.0432002269894897,0.7361321260040561,-31.59416754660545,-0.7491867273668694,0.698275294158349,-1.2103870308317357,1.18312735250219,-0.0005205629970618113,0.024396768944177902,0.6272168559454044,-1204.88175203688,-0.41885518542842465,0.42248601380533024,-1.3902261234847937,1.4153099908180362,0.0963405466312743,0.09827924463954985,1.0675930297210747,11.081450822643664,-0.9566027075074851,1.144715459965673,-1.7765636307029045,1.9683115179174535,-0.08603410240230104,0.06076586741250905,2.086795282145732,-24.25544317749422,-1.8131821585413523,1.6188896828782748,-3.816353240810285,3.681389417692115,0.010964673200458819,0.0337293338720625,1.4036277795693268,128.01364472135765,-0.8151322123591682,0.8372565879703044,-2.960384111523473,3.0407612324123607,-0.018558837936489155,-0.068982520123584,0.7433072813684845,-40.051391359317975,-0.5533124788658731,0.5397654093145728,-1.434227797366454,1.368180870645443,0.09503007105028823,0.10884050710082115,1.4722994534721066,15.49298487520852,-0.9604081921571568,1.1307819759795843,-3.211955638652684,3.475828997234756,-0.0055649144410297785,-1.2744722848608159,1.729102777986179,0.02629342214702452,-1.3591485870174524,0.583292396169608,-0.05766265945642232,-0.36978733093550087,0.3986206388632246,0.016518221185865704,-1.3276820259832485,1.9590294803162005,-0.00348282435807712,-1.2301843472918335,5.201102931298012,-0.020001902759451257,-0.6511026242047415,2.026258305092517,-0.1339705990009036,-0.7388511927480694,0.6143873012393857,0.026015754758861885,-0.426980927917886,3.1161598625858615,0.0004548029712885453,0.0002188346064863288,0.8058483988879009,0.0010685441427123,1.018937310755663e-09,0.0010669251533051488,0.0005979985713650942,0.8637114187730216,0.002898294061183,5.983726296439636e-09,0.0003450349807774249,0.00017562061182368913,0.8287819128667597,0.0008839375735638,5.995669490296194e-10,0.00031701121435014236,0.00015073200266644965,0.8697094147367231,0.0007176968481444,4.928649866063621e-10,0.0022591220015530577,0.0012415317428507437,0.8697094147367231,0.006633220246253,2.6580133145628396e-08,0.0010192446297203825,0.0005390160260336804,0.8065540454718658,0.0025376176425859,5.317591566139923e-09,0.0009984382784351672,0.0005356125638057168,0.8697094147367231,0.0025865458028427,5.135039257404455e-09,0.0009048929571124116,0.0005123125881725082,0.8637114187730216,0.0026598985895754,4.325181807326635e-09
